FuelType,ElectricFuelConsumption,NetGeneration
Hydro,"13,862,142","1,402,483"
Hydro,"9,504,249","961,579"
Hydro,0,"-649,832"
Hydro,"3,888,968","393,461"
Hydro,"6,799,264","687,906"
Hydro,"30,475,555","3,083,322"
Gas,"9,387",-519
Gas,"59,139","6,261"
Gas,"765,783","57,104"
Gas,"2,619,875","220,387"
Gas,"39,690","7,495"
Gas,"37,929","7,469"
Gas,"268,849","19,749"
Gas,0,0
Gas,"51,956","-3,438"
Gas,"738,135","80,962"
Gas,"12,425","2,351"
Gas,0,0
Gas,"4,584",578
Nuclear,"93,995,291","8,962,175"
Nuclear,"92,214,281","8,792,361"
Nuclear,"96,567,893","9,207,465"
Gas,"60,988","12,010"
Other,"4,001",788
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,0,0
Coal,"47,611,857","4,933,607"
Coal,0,0
Coal,"66,372,982","6,459,997"
Coal,"37,515,412","3,234,421"
Coal,0,0
Coal,0,0
Wind,"3,410",345
Wind,"508,057","51,402"
Petroleum,"10,814","2,042"
Gas,"509,137","94,299"
Biomass,"1,608,201","254,787"
Biomass,"935,536","148,216"
Biomass,"616,726","41,627"
Biomass,"24,898","2,128"
Biomass,"4,036,604","357,917"
Biomass,"8,711","1,245"
Biomass,"231,893","14,628"
Biomass,"292,719","18,448"
Biomass,0,0
Biomass,"41,991","9,128"
Biomass,"5,076,757","425,299"
Biomass,"1,156,356","109,319"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Petroleum,"115,307","10,509"
Petroleum,0,0
Petroleum,"34,452","2,488"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,782,69
Petroleum,0,0
Petroleum,0,-815
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,661,62
Petroleum,"2,693",230
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,250,18
Petroleum,0,0
Petroleum,388,33
Petroleum,0,0
Petroleum,0,0
Petroleum,383,24
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"13,246","1,039"
Petroleum,"17,110","1,469"
Petroleum,0,0
Petroleum,"5,600",452
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"3,544",339
Petroleum,0,0
Petroleum,0,0
Petroleum,"81,281","7,746"
Petroleum,"198,103","18,085"
Petroleum,"168,879","15,046"
Petroleum,"16,378","1,560"
Petroleum,0,0
Petroleum,0,0
Petroleum,"46,800","3,883"
Petroleum,"75,065","6,569"
Petroleum,0,0
Petroleum,0,0
Petroleum,"21,618","3,425"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,474",78
Petroleum,"5,112",313
Petroleum,0,0
Petroleum,"5,992",349
Petroleum,"7,468",724
Petroleum,0,0
Petroleum,"1,845",245
Petroleum,0,0
Wind,"343,833","16,360"
Hydro,"856,211","86,626"
Hydro,"2,423,181","245,162"
Hydro,"11,015,683","1,114,496"
Hydro,"544,226","55,061"
Petroleum,0,0
Coal,"67,689,877","6,514,923"
Coal,"40,048,052","3,635,668"
Coal,0,0
Coal,"129,644,412","11,787,402"
Coal,"34,076,376","3,031,240"
Coal,"34,886,121","2,857,891"
Coal,"48,848,838","4,290,588"
Coal,"23,313,136","2,031,762"
Coal,"38,047,789","3,443,521"
Coal,0,0
Gas,"207,740","19,765"
Gas,"3,849,501","402,815"
Gas,0,"88,443"
Gas,"2,134,991","170,288"
Gas,"5,450,181","429,952"
Gas,"7,819,702","664,661"
Gas,0,0
Gas,0,0
Gas,"9,862,699","983,971"
Gas,"10,390,507","913,764"
Gas,"19,821,661","1,742,995"
Gas,"50,844,328","4,441,708"
Gas,"15,803,517","1,414,516"
Gas,"773,506","45,742"
Gas,"1,440,554","109,797"
Gas,0,"-1,875"
Gas,"4,483",-67
Gas,"3,903,044","306,454"
Gas,0,"306,626"
Gas,"10,212,869","762,128"
Gas,"530,457","35,480"
Gas,"5,988",220
Gas,"10,147,747","970,295"
Gas,"4,612,189","364,271"
Gas,"12,410,031","1,043,151"
Gas,"18,638,919","1,769,366"
Gas,"10,171,849","850,115"
Gas,"10,722,289","960,379"
Gas,"6,310,870","521,754"
Gas,"6,500,140","522,421"
Gas,"363,603","23,107"
Gas,0,0
Gas,"700,178","50,321"
Gas,"3,093,616","187,333"
Gas,"169,191","15,274"
Gas,"716,848","52,780"
Gas,"7,104,607","619,395"
Gas,"3,267,872","235,985"
Gas,"771,206","59,007"
Gas,"5,016,765","389,133"
Gas,"742,191","53,692"
Gas,"15,445,369","1,427,655"
Gas,"27,880","1,473"
Gas,"140,323","10,376"
Gas,"1,476,081","119,129"
Gas,"11,651,777","958,255"
Gas,"1,179,918","111,070"
Gas,"206,552","14,468"
Gas,"15,908,739","1,359,890"
Gas,"9,908,963","892,265"
Gas,"107,057","5,466"
Gas,"1,010,739","78,491"
Gas,"5,480,158","474,061"
Gas,0,"81,095"
Gas,"3,444,506","262,466"
Gas,"46,002",52
Gas,"37,789",51
Gas,"510,647","36,651"
Gas,"10,212,265","923,278"
Gas,"3,420,929","302,790"
Gas,"62,021","5,888"
Gas,"35,386","3,497"
Gas,"246,380","24,053"
Gas,"307,300","30,868"
Gas,"70,416","6,039"
Gas,"97,873","9,761"
Gas,0,"540,080"
Gas,"9,998,420","834,962"
Gas,"1,544,253","646,109"
Gas,"10,704,830","949,777"
Gas,"1,914,413","169,730"
Gas,"213,021","18,510"
Gas,"670,414","52,442"
Gas,"3,997,919","334,472"
Gas,"219,673","46,591"
Gas,"7,382,404","1,418,768"
Gas,"214,776","634,838"
Gas,"26,508,591","3,049,720"
Gas,0,0
Gas,"23,884","1,904"
Gas,"13,968,021","2,522,537"
Gas,0,"87,069"
Gas,"2,827,673","450,109"
Gas,"1,308,165","350,490"
Gas,"14,041,949","1,103,120"
Gas,"128,916","20,424"
Gas,"31,278","133,165"
Gas,"3,315,017","307,629"
Gas,"388,923","72,955"
Gas,"2,145,616","280,845"
Gas,"536,785","37,211"
Gas,0,"12,575"
Gas,"545,372","44,225"
Gas,"5,533,011","1,227,365"
Gas,0,0
Gas,0,687
Gas,"47,493","2,079"
Gas,"2,178,114","283,442"
Gas,"16,428,448","2,415,254"
Gas,"609,391","125,021"
Gas,0,0
Gas,"101,897","594,305"
Gas,"30,742,059","2,211,523"
Gas,"209,142","74,286"
Gas,0,0
Gas,"1,891,040","379,002"
Gas,"48,393","276,912"
Gas,"8,884,227","1,121,034"
Gas,0,"35,458"
Gas,"21,322,266","3,760,332"
Gas,"147,123","110,327"
Gas,"2,690,674","259,077"
Gas,"3,067,825","605,858"
Gas,"18,742,864","1,650,319"
Gas,"303,189","416,237"
Gas,"9,189,872","792,320"
Gas,"11,510,225","2,274,579"
Gas,0,"972,547"
Gas,"19,731,438","1,955,280"
Gas,"2,397,829","2,029,219"
Gas,"32,091,070","3,011,709"
Gas,"12,179,027","1,371,569"
Gas,"98,090","837,744"
Gas,"18,298,770","1,653,685"
Gas,"1,959,654","464,580"
Gas,"9,640,053","2,278,716"
Gas,"28,621,449","3,716,607"
Gas,"15,019,962","2,075,238"
Gas,"22,529,947","3,112,853"
Gas,0,"860,020"
Gas,"16,423,710","1,352,854"
Gas,"53,215","470,186"
Gas,"19,196,014","2,024,945"
Gas,"151,043","1,109,715"
Gas,"21,092,399","1,809,907"
Gas,"1,220,137","976,513"
Gas,"17,473,703","1,527,305"
Gas,"528,481","889,329"
Gas,"15,493,303","1,434,361"
Gas,"526,779","1,002,848"
Gas,"23,214,937","1,996,833"
Gas,"28,077,881","3,845,913"
Gas,"750,467","1,729,613"
Gas,"33,871,506","2,731,897"
Gas,"19,028,174","1,688,227"
Gas,"4,719,562","425,764"
Gas,"844,037","910,906"
Gas,"17,103,233","1,407,455"
Gas,0,"396,738"
Gas,"7,556,142","660,696"
Gas,"1,735,228","123,086"
Gas,"1,449,101","404,138"
Gas,"11,291,813","1,615,419"
Gas,"2,622,901","725,138"
Gas,"23,646,608","4,510,087"
Gas,"2,117,000","540,254"
Gas,"20,749,297","1,776,717"
Gas,"418,665","1,177,818"
Gas,"23,245,012","1,899,049"
Gas,0,"516,247"
Gas,"10,321,953","876,377"
Gas,0,"1,233,562"
Gas,"24,471,350","2,030,144"
Gas,"7,128,280","1,391,770"
Gas,"13,649,600","1,905,205"
Gas,"849,794","332,628"
Gas,"10,973,083","1,611,131"
Gas,"128,419","696,221"
Gas,"23,161,204","2,052,050"
Gas,"88,798","1,552,616"
Gas,"31,007,540","3,197,958"
Gas,"281,610","1,207,638"
Gas,"31,372,165","2,745,343"
Gas,"796,677","933,318"
Gas,"16,869,086","1,418,342"
Gas,"1,777,172","1,455,616"
Gas,"24,441,806","2,127,046"
Gas,"438,657","34,650"
Gas,"4,780,002","857,657"
Gas,"28,021,274","4,886,808"
Gas,"844,476","245,812"
Gas,"17,065,891","3,489,345"
Gas,"23,018,832","2,967,074"
Gas,"34,528,248","4,450,612"
Gas,0,"779,693"
Gas,"14,615,086","1,218,658"
Gas,"352,859","180,062"
Gas,"3,545,659","293,172"
Gas,"780,494","69,126"
Gas,"31,382","378,297"
Gas,"8,957,808","667,048"
Gas,"218,929","247,511"
Gas,"11,979,093","930,965"
Gas,0,"499,970"
Gas,"10,944,754","985,572"
Gas,"149,581","36,337"
Gas,"3,336,470","349,583"
Gas,"2,567,789","220,811"
Gas,0,0
Gas,"1,097,007","62,207"
Gas,"5,387,326","443,799"
Gas,0,0
Gas,"286,970","23,978"
Gas,"13,210,826","949,337"
Gas,0,0
Gas,"605,123","116,351"
Gas,"10,515,769","1,104,539"
Gas,0,0
Gas,0,0
Gas,"432,270","58,779"
Gas,"294,397","27,477"
Gas,"7,629","1,044"
Gas,0,0
Gas,"6,616,357","725,818"
Gas,"762,637","69,409"
Gas,"77,008","3,567"
Gas,"556,223","144,500"
Gas,0,0
Gas,"9,255,901","1,130,835"
Gas,"37,058,625","4,257,134"
Gas,"4,431,573","748,275"
Nuclear,"111,601,402","10,640,866"
Nuclear,"99,642,327","9,500,603"
Nuclear,"105,427,820","10,052,233"
Nuclear,"118,555,459","11,303,915"
Gas,"1,117,117","214,683"
Gas,"641,385","76,437"
Gas,"1,040,030","124,020"
Gas,"83,726","7,827"
Gas,0,0
Gas,"1,198,823","83,104"
Gas,"1,099,580","215,684"
Gas,"36,186","4,702"
Gas,0,0
Gas,"2,464,961","358,481"
Gas,"727,832","157,090"
Gas,"131,581","28,399"
Gas,"277,989","44,420"
Gas,0,0
Gas,"753,470","80,727"
Gas,0,0
Gas,"4,820,987","952,474"
Gas,"1,522,888","171,198"
Gas,0,0
Gas,0,0
Gas,"99,900","12,639"
Gas,0,0
Gas,"2,366",371
Gas,0,0
Gas,"266,977","103,865"
Gas,"3,880,442","579,406"
Gas,"408,543","48,181"
Gas,0,0
Gas,"235,026","49,014"
Gas,0,0
Gas,"109,714","15,443"
Gas,"231,247","21,198"
Gas,"3,025,864","168,641"
Gas,"332,751","64,325"
Gas,"369,299","81,821"
Gas,"375,023","51,654"
Gas,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,660,090","142,411"
Petroleum,"12,892,350","1,017,902"
Petroleum,"2,836",212
Petroleum,"1,275,700","88,434"
Petroleum,0,0
Petroleum,"119,057","22,080"
Other,"2,108,956","213,371"
Other,"11,795","1,193"
Other,"2,805,627","283,856"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"30,500,476","2,803,103"
Coal,"56,297,711","5,417,646"
Coal,"187,787,429","18,001,331"
Coal,"44,814,441","4,063,746"
Coal,"34,390,145","3,421,022"
Coal,"111,450,994","10,652,989"
Coal,"57,929,264","5,260,159"
Coal,"136,830,222","12,131,523"
Coal,"53,995,995","5,254,706"
Coal,"119,221,053","11,619,115"
Coal,"46,457,789","4,607,964"
Coal,"76,507,016","7,461,246"
Coal,"71,650,191","7,205,596"
Coal,"36,028,902","3,613,455"
Other,"1,219,161","123,347"
Wind,"5,738,330","580,568"
Wind,"3,432,931","347,322"
Wind,"3,766,704","381,091"
Wind,"3,498,264","353,932"
Wind,"2,956,938","299,164"
Wind,"2,348,843","237,641"
Wind,"2,953,557","298,822"
Wind,"12,546,235","1,269,348"
Wind,"3,783,035","382,743"
Wind,"6,756,276","683,557"
Wind,"3,565,485","360,733"
Wind,"5,258,021","531,973"
Wind,"2,416,163","244,452"
Wind,"5,744,520","581,194"
Wind,"3,398,989","343,888"
Wind,"3,644,616","368,739"
Wind,"1,752,977","177,355"
Wind,"3,134,187","317,097"
Wind,"4,827,364","488,402"
Wind,"2,790,383","282,313"
Wind,"3,387,623","342,738"
Wind,"2,760,858","279,326"
Wind,"2,473,907","250,294"
Wind,"4,334,689","438,556"
Wind,"2,535,671","256,543"
Wind,"11,420,171","1,155,420"
Wind,"1,334,636","135,030"
Wind,"4,290,862","434,122"
Wind,"2,431,583","246,012"
Wind,"3,488,350","352,929"
Wind,"3,163,168","320,029"
Wind,"3,189,518","322,695"
Wind,"3,454,908","349,545"
Wind,"4,930,290","498,815"
Wind,"3,705,206","374,869"
Wind,"4,029,914","407,721"
Wind,"3,197,722","323,525"
Wind,"3,070,987","310,703"
Wind,"1,183,897","119,779"
Wind,"2,710,233","274,204"
Wind,"979,811","99,131"
Wind,"4,492,249","454,497"
Wind,"1,185,328","119,924"
Wind,"1,549,001","156,718"
Wind,"14,394","1,456"
Wind,"27,635,298","2,795,963"
Petroleum,"16,687","2,338"
Biomass,"259,360","24,180"
Biomass,"24,630","5,086"
Coal,0,0
Coal,0,0
Coal,"101,940,200","9,427,826"
Coal,"102,554,102","11,058,615"
Coal,"35,039,431","3,350,652"
Coal,"68,747,635","6,747,397"
Coal,"10,222,690","831,130"
Coal,"11,513,394","1,033,019"
Petroleum,"118,105","10,857"
Petroleum,"70,861","7,674"
Petroleum,"34,974","3,354"
Petroleum,"64,560","6,367"
Petroleum,0,0
Petroleum,"211,229","20,294"
Petroleum,"18,395","1,633"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Geothermal,"5,866,284","279,121"
Hydro,"6,803,391","688,324"
Hydro,"85,666","8,667"
Other,"20,126","4,156"
Gas,"4,103,313","349,533"
Gas,"3,783,670","256,123"
Gas,"2,395,284","237,813"
Gas,"436,544","871,795"
Gas,"17,506,048","1,607,866"
Gas,"85,205","6,827"
Gas,"105,838","827,740"
Gas,"16,435,987","1,469,897"
Gas,"2,474,391","151,608"
Gas,"157,490","16,394"
Gas,0,0
Gas,"457,289","183,012"
Gas,"3,180,733","254,511"
Gas,"30,900","5,616"
Gas,"977,977","148,226"
Gas,"247,747","37,549"
Coal,0,0
Coal,0,0
Coal,"2,313,054","203,105"
Coal,"22,877,938","2,489,291"
Coal,0,0
Coal,0,0
Coal,"6,604,820","574,448"
Other,"1,804,739","182,592"
Wind,"395,182","39,982"
Wind,"242,307","24,515"
Biomass,"1,430,959","297,122"
Biomass,"8,385","1,741"
Biomass,"60,953","12,656"
Biomass,"598,948","124,368"
Biomass,"143,908","10,923"
Biomass,0,0
Biomass,"6,225,731","330,908"
Biomass,"1,512,890","296,639"
Biomass,"124,777","24,465"
Biomass,"6,875,790","429,653"
Biomass,"1,195,447","246,584"
Biomass,"293,557","60,552"
Biomass,"1,055,035","84,189"
Biomass,"2,363,106","232,404"
Biomass,691,111
Biomass,"1,947,599","95,961"
Biomass,"459,602","101,964"
Biomass,"525,377","115,497"
Coal,"16,183,029","1,522,044"
Coal,"4,648,348","455,361"
Coal,"7,742,342","611,515"
Coal,"9,806,185","918,769"
Coal,"83,507,400","8,259,185"
Coal,"33,749,937","3,279,086"
Coal,"17,523,694","1,682,637"
Coal,"55,541,184","5,581,404"
Coal,0,0
Coal,"484,033","100,502"
Coal,"1,292,965","103,331"
Coal,"1,536,863","116,619"
Coal,"2,101,914","116,153"
Coal,"1,377,891","270,170"
Coal,"4,626,391","390,049"
Coal,"478,987","98,800"
Coal,"8,959,428","956,465"
Coal,"4,705,011","485,466"
Coal,0,0
Coal,"11,264,033","1,130,835"
Coal,"356,935","30,442"
Coal,"2,161,718","430,558"
Petroleum,"40,425","3,765"
Petroleum,"77,434","7,375"
Petroleum,"139,751","10,818"
Petroleum,"30,723","2,853"
Petroleum,0,0
Petroleum,"41,943","5,646"
Petroleum,"140,349","13,794"
Petroleum,"10,567",504
Petroleum,"259,897","25,121"
Petroleum,0,0
Petroleum,"27,813","3,902"
Petroleum,"12,602",729
Petroleum,"44,836","3,976"
Petroleum,"29,840","2,864"
Petroleum,"222,228","17,767"
Petroleum,"163,411","13,321"
Petroleum,"63,032","6,307"
Petroleum,"187,840","13,449"
Petroleum,"118,335","8,379"
Petroleum,"403,312","38,444"
Petroleum,"469,915","37,525"
Petroleum,0,0
Petroleum,"13,605","2,825"
Petroleum,"213,256","26,466"
Petroleum,"759,464","89,285"
Petroleum,0,0
Petroleum,"44,762",929
Petroleum,"5,916","1,160"
Petroleum,0,0
Petroleum,"188,542","20,733"
Petroleum,"65,914","5,562"
Petroleum,0,"30,443"
Petroleum,"771,428","65,852"
Petroleum,"113,372","10,335"
Petroleum,"336,071","28,160"
Petroleum,0,0
Petroleum,"81,152","8,341"
Petroleum,0,0
Petroleum,"172,866","20,078"
Petroleum,"9,108",706
Petroleum,"220,776","21,424"
Petroleum,0,0
Petroleum,"67,698","3,137"
Petroleum,"75,779","7,715"
Petroleum,0,0
Petroleum,"22,355",280
Petroleum,"146,267","15,840"
Petroleum,"1,064",116
Petroleum,621,54
Petroleum,"10,595","2,173"
Hydro,"4,266,547","431,662"
Hydro,0,"-385,923"
Hydro,"4,148,552","419,724"
Hydro,0,"-829,696"
Hydro,0,0
Hydro,"4,768,679","482,464"
Hydro,"690,729","69,883"
Hydro,"107,061","10,832"
Hydro,0,0
Other,"4,891,497","259,991"
Other,"828,993","66,152"
Other,"1,509,799","77,389"
Gas,0,0
Gas,"17,826,997","2,380,426"
Gas,0,0
Gas,0,0
Gas,"21,986,554","3,037,637"
Gas,0,0
Gas,"1,628,711","141,924"
Gas,"124,064","11,787"
Gas,"650,903","49,949"
Gas,"733,639","58,094"
Gas,"926,109","79,309"
Gas,"835,767","65,171"
Gas,"2,413,184","223,553"
Gas,"3,190,853","286,102"
Gas,"1,403,393","180,773"
Gas,"4,407,066","517,328"
Gas,"2,403",185
Gas,"28,904","2,144"
Gas,"63,778","3,387"
Gas,"105,293","20,645"
Gas,0,0
Gas,"3,653,266","410,083"
Gas,"996,286","608,081"
Gas,"14,260,413","1,158,763"
Gas,"1,039,107","95,336"
Gas,"773,837","62,405"
Gas,"560,985","89,425"
Gas,0,0
Gas,"4,601,464","539,321"
Gas,"438,515","38,496"
Gas,"555,751","810,669"
Gas,"14,632,029","1,255,270"
Gas,0,0
Gas,"356,063","40,490"
Gas,0,0
Gas,"1,415",213
Gas,"190,684","37,877"
Nuclear,"69,192,976","6,597,347"
Nuclear,"67,252,150","6,412,295"
Nuclear,"76,588,607","7,302,499"
Nuclear,"82,856,365","7,900,111"
Other,0,0
Petroleum,"2,345,443","213,687"
Petroleum,"2,419,348","233,151"
Petroleum,"127,586","26,490"
Petroleum,0,0
Petroleum,"58,362","11,443"
Petroleum,"98,902","20,400"
Petroleum,"11,500","2,551"
Other,"230,525","24,160"
Petroleum,0,0
Petroleum,"219,823","23,684"
Petroleum,"11,799","1,264"
Biomass,"3,105,828","218,153"
Biomass,0,0
Biomass,"1,731,929","154,990"
Biomass,0,0
Petroleum,"1,525",111
Petroleum,"5,782",528
Petroleum,"19,653","1,130"
Petroleum,"2,779",278
Hydro,"467,018","47,250"
Hydro,"4,946,501","500,455"
Hydro,"10,776,223","1,090,269"
Hydro,"253,207","25,618"
Petroleum,0,0
Petroleum,"18,972","1,293"
Gas,"64,099","4,431"
Nuclear,"56,222,058","5,360,608"
Petroleum,"4,337",238
Wind,"114,546","11,589"
Biomass,"2,324,574","182,949"
Biomass,"2,079,891","175,614"
Biomass,"938,701","193,489"
Biomass,"51,563","10,657"
Biomass,"287,951","59,735"
Biomass,"859,807","168,151"
Biomass,"163,830","32,094"
Biomass,"1,182,638","103,293"
Biomass,"680,345","59,457"
Biomass,"791,743","79,719"
Biomass,"28,734","1,667"
Biomass,"1,428,680","79,994"
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,0,0
Biomass,"2,522,727","290,233"
Coal,0,0
Petroleum,"82,955","6,782"
Petroleum,"124,622","11,354"
Petroleum,41,3
Petroleum,"3,059",621
Petroleum,0,0
Petroleum,0,"2,949"
Petroleum,"81,095","7,755"
Petroleum,0,0
Petroleum,0,0
Petroleum,"4,790",418
Petroleum,0,0
Petroleum,279,19
Petroleum,"137,121","8,420"
Petroleum,"3,981",372
Petroleum,"1,242",108
Petroleum,"2,925",658
Hydro,"5,847,521","591,615"
Hydro,"52,796,669","5,341,630"
Hydro,"37,157,298","3,759,338"
Hydro,"41,858,363","4,234,962"
Hydro,"42,940,485","4,344,444"
Hydro,"9,843,100","995,862"
Hydro,"96,665,698","9,780,018"
Hydro,"18,034,129","1,824,578"
Hydro,"22,859,735","2,312,802"
Hydro,"23,888,205","2,416,856"
Hydro,"206,919,662","20,934,810"
Hydro,0,"52,383"
Hydro,"23,437,602","2,371,267"
Hydro,"22,356,838","2,261,922"
Hydro,"6,119,342","619,116"
Hydro,"8,291,590","838,890"
Hydro,"35,454,282","3,587,038"
Hydro,"461,801","45,267"
Hydro,"74,247,451","7,511,883"
Hydro,"1,565,626","158,400"
Hydro,"20,923","2,117"
Petroleum,0,0
Petroleum,10,2
Other,"1,117,821","63,675"
Gas,"60,590","5,226"
Gas,"9,347",458
Gas,"1,610,428","142,738"
Gas,0,"124,751"
Gas,"3,085,015","253,957"
Gas,"12,035,459","1,624,925"
Gas,"438,259","37,004"
Gas,0,0
Gas,"11,982,223","1,675,135"
Gas,"125,859","26,283"
Gas,0,0
Gas,"4,566,816","750,791"
Gas,"294,755","269,554"
Gas,"6,265,798","596,399"
Gas,"104,779","20,521"
Gas,"271,451","466,050"
Gas,"9,122,909","874,509"
Gas,"2,453,814","597,223"
Gas,"10,525,814","1,150,030"
Gas,"409,095","501,433"
Gas,"9,574,549","891,107"
Gas,366,"314,315"
Gas,"6,499,536","596,695"
Gas,26,2
Gas,0,0
Gas,"2,470,699","189,333"
Gas,"230,422","20,541"
Gas,"179,561","18,636"
Gas,"6,295",801
Gas,"71,923","16,179"
Nuclear,"69,577,538","6,634,014"
Gas,0,0
Gas,"1,490,403","244,888"
Petroleum,"13,626","2,794"
Petroleum,"13,557","1,187"
Solar,0,0
Coal,"80,535,844","7,438,653"
Coal,"188,462","39,120"
Wind,"2,309,258","233,636"
Wind,"3,974,434","402,108"
Wind,"3,746,807","379,078"
Wind,"5,487,159","555,156"
Wind,"5,065,358","512,481"
Wind,"5,450,738","551,471"
Wind,"2,263,782","229,035"
Wind,"1,998,230","202,168"
Wind,"4,683,073","473,803"
Petroleum,"19,484","3,832"
Petroleum,0,0
Biomass,"2,712,417","164,527"
Biomass,"317,098","15,572"
Biomass,"725,993","35,756"
Biomass,"239,566","16,110"
Biomass,"53,637","9,660"
Biomass,"871,227","159,471"
Biomass,"280,663","51,380"
Biomass,"324,110","61,087"
Biomass,"108,612","20,470"
Biomass,"245,012","21,670"
Biomass,"38,407","3,411"
Biomass,"1,721,115","94,067"
Biomass,"3,354,394","297,026"
Biomass,"210,973","20,875"
Biomass,"133,549","8,669"
Biomass,"283,261","30,666"
Biomass,"5,394",561
Biomass,"678,217","137,357"
Biomass,"16,020","3,426"
Biomass,"40,211","8,377"
Biomass,"8,218","1,821"
Biomass,"562,451","89,878"
Coal,0,0
Coal,"14,321,723","876,080"
Coal,"251,925","24,359"
Coal,0,0
Coal,"182,666","11,971"
Coal,"3,132,185","310,191"
Coal,0,0
Coal,"615,970","110,797"
Coal,"1,871,544","341,275"
Coal,"363,368","68,486"
Coal,"14,223,027","1,131,846"
Coal,"3,390,598","296,344"
Coal,"201,090","42,224"
Coal,"1,203,131","242,779"
Petroleum,0,0
Petroleum,"22,407",270
Petroleum,"47,747","1,077"
Petroleum,0,0
Petroleum,"1,191","-3,238"
Petroleum,904,-262
Petroleum,"116,395","11,234"
Petroleum,"3,903",353
Petroleum,429,29
Petroleum,0,-240
Petroleum,0,0
Petroleum,0,0
Petroleum,232,23
Petroleum,135,11
Petroleum,"65,680","6,122"
Petroleum,"20,356","1,921"
Petroleum,0,0
Petroleum,"66,053","3,179"
Petroleum,"23,722","1,624"
Petroleum,0,0
Petroleum,0,-141
Petroleum,0,0
Petroleum,0,0
Petroleum,"102,464","9,595"
Petroleum,"4,778",871
Petroleum,"1,419",268
Petroleum,0,611
Petroleum,"12,256","1,233"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,15
Petroleum,325,28
Petroleum,"5,038",395
Petroleum,"27,265","2,000"
Petroleum,"19,569","1,856"
Petroleum,"18,586","1,709"
Petroleum,"3,739",271
Petroleum,743,119
Petroleum,0,0
Petroleum,997,82
Petroleum,0,0
Petroleum,281,63
Hydro,"14,076,572","1,424,178"
Hydro,"244,047","24,691"
Hydro,"9,139",925
Hydro,"170,272","17,227"
Hydro,"1,367,812","138,386"
Petroleum,0,0
Other,"249,149","12,235"
Gas,"181,403","11,417"
Gas,"2,006",97
Gas,"165,721","9,758"
Gas,0,0
Gas,"16,541,654","2,272,750"
Gas,"259,963","25,288"
Gas,"31,879","1,980"
Gas,"206,404","14,089"
Gas,52,-240
Gas,"39,942","2,548"
Gas,"163,409","14,260"
Gas,"56,826","3,709"
Gas,"288,293","29,701"
Gas,294,28
Gas,"7,625",494
Gas,"382,915","34,459"
Gas,"69,783","3,290"
Gas,"326,750","21,100"
Gas,"56,898","3,655"
Gas,"421,996","29,101"
Gas,"137,762","20,306"
Gas,"865,864","73,596"
Gas,"16,667","3,011"
Gas,"3,216",587
Gas,"74,857","13,698"
Gas,"33,742","6,359"
Gas,"103,714","278,765"
Gas,"5,489,286","562,927"
Gas,"253,062","22,718"
Gas,"1,740,890","147,590"
Gas,"157,084","368,454"
Gas,"6,933,713","615,107"
Gas,"48,423","242,971"
Gas,"4,743,439","417,587"
Gas,"46,307","4,098"
Gas,"2,164,846","156,486"
Gas,"19,738","1,934"
Gas,"347,445","20,146"
Gas,0,0
Gas,"183,214","29,451"
Gas,65,7
Gas,"183,694","38,948"
Gas,0,0
Gas,"155,497","19,396"
Gas,"399,182","79,491"
Nuclear,"45,993,886","4,385,382"
Nuclear,"39,670,346","3,782,451"
Nuclear,"47,356,656","4,515,318"
Other,262,48
Petroleum,0,0
Petroleum,"2,378,404","213,845"
Petroleum,"3,115,453","210,056"
Petroleum,"1,265,729","230,805"
Petroleum,"90,846","17,122"
Other,"379,234","38,368"
Petroleum,"6,894","1,300"
Petroleum,"81,385","15,911"
Coal,"1,778,717","111,978"
Coal,"44,820,011","4,399,529"
Coal,0,0
Coal,"41,706,164","4,039,327"
Coal,"9,529,780","856,954"
Coal,0,0
Coal,0,0
