FuelType,ElectricFuelConsumption,NetGeneration
Coal,"46,512,541","4,105,003"
Coal,"192,704,095","18,878,607"
Coal,"24,129,156","2,063,952"
Coal,"24,770,107","2,543,578"
Coal,"78,574,257","7,566,063"
Coal,"47,383,743","4,401,253"
Coal,"695,980","77,974"
Coal,"8,204,121","622,876"
Coal,"6,139","1,344"
Coal,"215,174","37,716"
Coal,"250,634","42,181"
Petroleum,"65,363","6,281"
Petroleum,"111,130","10,329"
Petroleum,"7,529",-421
Petroleum,36,26
Petroleum,"66,792","6,278"
Petroleum,"1,006",97
Petroleum,"42,543","3,702"
Petroleum,649,51
Petroleum,"197,892","18,878"
Petroleum,"5,358",486
Petroleum,"48,969","4,797"
Petroleum,0,-208
Petroleum,"9,551",-91
Petroleum,754,-377
Petroleum,"267,192","23,478"
Petroleum,0,0
Petroleum,0,0
Petroleum,"5,802",552
Petroleum,"45,753","4,323"
Petroleum,"21,345","2,039"
Petroleum,"236,689","23,174"
Petroleum,0,0
Petroleum,"176,374","18,113"
Petroleum,"93,315","8,958"
Petroleum,0,0
Petroleum,174,17
Petroleum,0,0
Petroleum,0,0
Petroleum,680,54
Petroleum,525,50
Petroleum,"6,970",562
Petroleum,6,2
Petroleum,393,25
Petroleum,744,100
Petroleum,"3,832",672
Petroleum,"1,164",107
Hydro,"4,020,141","406,732"
Hydro,"1,122,118","113,529"
Coal,0,0
Other,"84,119","18,471"
Gas,"179,308","17,314"
Gas,"103,031","5,380"
Gas,"8,975",392
Gas,"211,687","18,291"
Gas,"227,275","8,768"
Gas,"16,905","1,199"
Gas,0,0
Gas,"1,205,760","130,671"
Gas,0,0
Gas,0,0
Gas,"494,034","44,227"
Gas,"77,302","3,307"
Gas,"544,736","48,063"
Gas,"242,584","19,136"
Gas,"319,978","27,324"
Gas,"125,524","11,679"
Gas,"66,498","3,324"
Gas,"235,308","21,772"
Gas,"1,221,740","132,402"
Gas,"128,211","25,534"
Gas,"6,580",697
Gas,"422,579","53,078"
Gas,"574,924","37,049"
Gas,"145,764","13,627"
Gas,0,0
Gas,"248,713","19,456"
Gas,0,0
Gas,"390,341","31,434"
Gas,"1,987,976","236,836"
Gas,"9,420,498","1,020,653"
Gas,"60,815","276,816"
Gas,"5,430,796","447,863"
Gas,0,"207,736"
Gas,"4,118,645","345,518"
Gas,"758,884","57,515"
Gas,"6,737",585
Gas,0,0
Gas,0,0
Gas,"2,008,811","157,189"
Gas,"26,462","5,792"
Gas,0,0
Gas,"166,106","29,115"
Gas,180,33
Gas,"1,720,643","309,205"
Gas,"2,039,258","220,949"
Gas,"245,241","30,801"
Gas,0,0
Gas,"1,161,226","243,787"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"102,906","9,501"
Petroleum,0,0
Petroleum,0,0
Petroleum,"104,408","13,109"
Petroleum,17,3
Coal,"28,105,436","2,738,592"
Coal,"63,096,993","6,119,443"
Coal,"12,835,115","1,242,035"
Coal,"18,849,321","1,793,644"
Coal,"51,303,038","4,535,698"
Coal,"157,496,018","16,163,945"
Coal,0,0
Coal,0,0
Other,"3,226,695","326,456"
Wind,"3,856,821","390,209"
Wind,"8,207,685","830,401"
Wind,"483,990","48,967"
Wind,"1,320,651","133,615"
Wind,0,0
Coal,0,0
Coal,"6,119,849","582,253"
Coal,0,0
Coal,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,417,40
Petroleum,"208,001","19,649"
Petroleum,"1,582",59
Petroleum,214,19
Petroleum,0,0
Petroleum,0,-18
Petroleum,"12,630",-219
Petroleum,0,0
Petroleum,"1,710",132
Petroleum,"4,268",83
Petroleum,"64,397","5,813"
Petroleum,"139,373","12,386"
Petroleum,0,0
Petroleum,"57,732","6,399"
Petroleum,0,0
Petroleum,0,0
Hydro,"122,229","12,366"
Gas,"76,675","7,243"
Gas,"4,765,083","411,051"
Gas,"1,402,285","134,858"
Gas,"320,921","24,124"
Gas,"454,851","37,917"
Gas,"7,313,536","576,153"
Gas,"3,335,664","233,892"
Gas,"7,944",-446
Gas,"19,973",539
Gas,"1,824,901","144,249"
Gas,"44,285","3,976"
Gas,"294,016","17,087"
Gas,"1,001",27
Gas,"64,743","5,699"
Gas,"4,892",131
Gas,"302,324","26,621"
Gas,"52,130","3,887"
Gas,"108,535","5,030"
Gas,"723,286","60,546"
Gas,"181,581","12,762"
Gas,"510,125","35,792"
Gas,"4,827,553","435,062"
Gas,"1,100,427","88,786"
Gas,"899,799","94,206"
Gas,"2,516,871","246,550"
Gas,0,0
Gas,"28,735","5,344"
Nuclear,"91,964,531","8,768,548"
Petroleum,"1,089,607","81,486"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-735
Petroleum,0,-741
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Coal,"27,791,757","2,648,578"
Coal,"4,703,473","352,567"
Coal,"90,805,743","8,642,946"
Coal,"36,475,649","3,314,152"
Coal,"15,855,331","1,391,839"
Coal,"12,096,521","1,077,153"
Coal,"14,624,573","1,324,036"
Coal,"145,131,599","12,909,464"
Wind,"3,488,607","352,955"
Wind,"5,536,953","560,194"
Wind,"3,496,208","353,724"
Wind,"2,514,371","254,388"
Wind,"4,909,343","496,696"
Wind,"1,977,136","200,034"
Wind,"871,166","88,139"
Wind,"780,608","78,977"
Wind,0,0
Biomass,"923,247","195,250"
Biomass,"21,190","4,481"
Biomass,"278,249","58,845"
Biomass,"1,240,103","106,189"
Biomass,"102,175","15,699"
Coal,"60,448,880","6,245,122"
Coal,"26,629,956","2,498,989"
Coal,"123,464,186","11,325,017"
Coal,"309,464","24,047"
Coal,"34,681,497","3,233,873"
Coal,"108,975,205","10,347,176"
Coal,"25,689,774","2,390,873"
Coal,"144,330,606","14,251,654"
Coal,"85,353,510","7,436,357"
Coal,"29,437,036","2,660,340"
Coal,"17,795,381","1,575,058"
Coal,"16,777,221","1,582,621"
Coal,"9,721,572","818,662"
Coal,"45,225,028","4,270,135"
Coal,"79,506,994","7,605,669"
Coal,"32,308,430","3,124,300"
Coal,"25,821,192","2,324,793"
Coal,"19,142,209","1,688,353"
Coal,0,0
Coal,0,0
Coal,"9,729,400","877,581"
Coal,"1,348,220","99,149"
Petroleum,"86,481","5,789"
Petroleum,"165,763","17,043"
Petroleum,"22,367","1,716"
Petroleum,"67,844","6,306"
Petroleum,"224,398","20,564"
Petroleum,"3,122",-346
Petroleum,845,26
Petroleum,0,0
Petroleum,0,0
Petroleum,"19,088","1,781"
Petroleum,"23,231","2,292"
Petroleum,"168,500","14,760"
Petroleum,0,0
Petroleum,"23,375","2,191"
Petroleum,"30,981","2,610"
Petroleum,"87,837","7,919"
Petroleum,"224,757","21,450"
Petroleum,"100,403","9,547"
Petroleum,"94,865","8,389"
Petroleum,"120,170","9,410"
Petroleum,"15,007",815
Petroleum,42,2
Petroleum,"10,449",840
Petroleum,"16,270","1,455"
Petroleum,"54,798","4,042"
Hydro,"8,101,381","819,646"
Hydro,"12,713,660","1,286,287"
Hydro,"8,217,083","831,352"
Hydro,"4,047,430","409,493"
Hydro,"63,519","6,427"
Gas,"2,796,985","186,826"
Gas,"1,193,615","74,429"
Gas,"3,582",184
Gas,"153,335","14,278"
Gas,"286,486","27,219"
Gas,"17,354","1,282"
Gas,"66,716","6,018"
Gas,"2,266,687","195,391"
Gas,"603,072","54,755"
Gas,"579,191","54,614"
Gas,"631,349","48,861"
Gas,"67,324","14,238"
Gas,"6,712",610
Gas,0,0
Gas,0,0
Gas,"1,277,666","160,706"
Petroleum,"462,657","42,938"
Petroleum,"27,339","2,421"
Petroleum,"9,434,623","849,900"
Petroleum,"11,198,390","994,317"
Petroleum,0,0
Petroleum,0,0
Gas,"46,663","4,314"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Other,"136,245","12,629"
Biomass,"1,131,365","234,656"
Biomass,"922,630","191,363"
Biomass,"2,801,315","201,279"
Biomass,"2,647,466","190,225"
Biomass,"1,146,085","74,627"
Biomass,"2,872",653
Biomass,"5,593,611","1,017,572"
Biomass,"3,148,629","583,015"
Coal,0,0
Coal,0,0
Coal,"7,669","1,591"
Coal,0,0
Coal,"43,728","7,934"
Petroleum,0,0
Petroleum,0,0
Petroleum,"95,694","8,032"
Petroleum,0,-316
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,-117
Petroleum,0,0
Petroleum,"141,297","11,158"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"180,130","17,237"
Petroleum,0,0
Petroleum,0,0
Petroleum,"22,979","1,637"
Petroleum,"341,730","24,554"
Petroleum,0,0
Petroleum,"1,320",119
Petroleum,0,0
Petroleum,202,32
Hydro,"12,220,094","1,236,351"
Coal,"51,774,092","4,451,843"
Coal,0,0
Coal,0,0
Coal,0,0
Gas,"152,800","13,289"
Gas,"3,019,633","611,644"
Gas,"7,864,746","1,497,802"
Gas,0,0
Gas,"15,075,875","1,284,254"
Gas,"5,174,598","397,190"
Gas,"147,326","672,223"
Gas,"15,943,441","1,411,314"
Gas,"9,124,754","778,214"
Gas,"26,255,629","2,165,377"
Gas,"32,441,819","2,728,259"
Gas,0,-117
Gas,"244,277","23,027"
Gas,0,"-2,318"
Gas,"25,697,630","2,203,189"
Gas,"403,165","29,321"
Gas,"2,063,681","150,480"
Gas,"2,509,041","220,548"
Gas,0,0
Gas,"823,943","64,896"
Gas,"170,321","14,122"
Gas,"10,468,625","912,773"
Gas,"201,224","16,975"
Gas,"7,940,084","528,149"
Gas,"1,779,113","159,436"
Gas,"13,395,887","1,200,479"
Gas,"3,404,975","284,695"
Gas,"19,147,113","1,530,024"
Gas,0,"673,589"
Gas,"14,242,576","1,245,567"
Gas,"811,879","166,210"
Gas,"783,768","120,590"
Gas,"563,768","116,931"
Gas,"188,145","13,519"
Gas,"9,563,560","1,503,513"
Gas,"305,124","1,446,044"
Gas,"32,299,200","3,003,171"
Gas,"6,400",57
Gas,"525,944","571,420"
Gas,"25,088,427","2,428,750"
Gas,"1,836,906","157,850"
Gas,"78,998","410,144"
Gas,"9,132,495","755,671"
Gas,"195,606","590,095"
Gas,"14,519,747","1,877,904"
Gas,0,"254,981"
Gas,"24,302,047","3,545,398"
Gas,"745,597","56,541"
Gas,"1,243,858","170,250"
Gas,"5,488,952","701,692"
Gas,"78,263","589,229"
Gas,"11,983,937","1,039,215"
Gas,"6,920,756","463,654"
Gas,"3,711,839","333,358"
Gas,"10,964","1,025"
Gas,"1,133,737","89,977"
Gas,"5,773",504
Gas,"265,129","45,501"
Gas,0,0
Gas,"578,496","6,452"
Gas,0,0
Gas,"78,486","6,975"
Gas,0,0
Gas,"16,327,869","2,088,018"
Gas,"3,393,951","663,829"
Nuclear,"93,931,241","8,948,707"
Nuclear,"82,156,384","7,833,370"
Gas,"1,328,378","258,658"
Gas,0,0
Gas,"1,605,162","274,971"
Gas,"3,272,190","374,071"
Gas,"525,905","82,454"
Gas,"98,548","13,448"
Gas,0,0
Gas,"338,713","53,068"
Gas,0,0
Gas,"357,058","33,578"
Gas,"844,339","190,502"
Gas,0,0
Other,"73,001","5,827"
Other,0,0
Other,"5,414",720
Other,0,0
Other,0,0
Other,0,0
Other,"11,393","1,785"
Other,0,0
Other,0,0
Other,0,0
Petroleum,"16,254,861","1,393,340"
Petroleum,"352,604","29,647"
Petroleum,0,0
Petroleum,"2,193,564","291,325"
Other,"2,280,240","230,700"
Other,"338,707","34,268"
Petroleum,0,-316
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"377,515","16,385"
Petroleum,0,0
Petroleum,"195,646","14,057"
Petroleum,516,93
Coal,"38,543,565","3,382,109"
Coal,0,0
Coal,0,0
Coal,"125,326,938","12,040,956"
Coal,"36,533,554","3,190,637"
Other,"226,701","47,020"
Other,"297,170","53,707"
Other,"162,357","16,426"
Petroleum,"43,158","8,951"
Biomass,"5,884,331","306,905"
Biomass,"3,021,352","187,493"
Biomass,"2,541,973","135,825"
Biomass,"468,330","35,432"
Biomass,"1,336,170","109,763"
Biomass,"114,458","8,474"
Biomass,"5,937,341","357,863"
Biomass,"1,438,288","116,887"
Biomass,"3,950",777
Coal,"69,812,009","7,183,881"
Coal,"14,156,115","1,246,143"
Coal,"11,667,993","1,136,429"
Coal,0,0
Coal,"189,373","42,693"
Petroleum,"1,643",98
Petroleum,0,836
Petroleum,"40,866","3,689"
Petroleum,"16,490","1,199"
Petroleum,"11,827","1,026"
Petroleum,"5,028",469
Petroleum,"2,335",197
Petroleum,"93,275","8,817"
Petroleum,0,0
Petroleum,134,12
Petroleum,"8,045",675
Petroleum,"3,105",162
Petroleum,0,0
Petroleum,"217,882","22,194"
Petroleum,"33,246","2,168"
Petroleum,0,0
Petroleum,0,"1,063"
Petroleum,"35,429","3,438"
Petroleum,0,22
Petroleum,690,59
Petroleum,"9,871","1,495"
Petroleum,"77,387","12,934"
Petroleum,"7,567","1,238"
Petroleum,"106,883","5,544"
Petroleum,"5,914",370
Petroleum,"42,368","3,094"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,121",290
Petroleum,"20,615","1,910"
Petroleum,"1,788",43
Petroleum,0,0
Petroleum,"15,482","1,192"
Petroleum,"31,371","2,124"
Petroleum,"40,049","3,802"
Petroleum,"204,293","18,091"
Petroleum,0,0
Petroleum,"53,460","5,969"
Petroleum,0,0
Petroleum,"17,472","1,541"
Petroleum,"36,785","3,962"
Petroleum,"18,772","18,416"
Petroleum,"3,870",301
Petroleum,0,0
Hydro,0,"-370,828"
Hydro,"3,688,245","373,153"
Hydro,0,"-162,808"
Hydro,"2,919,583","295,384"
Hydro,"5,841,422","590,997"
Hydro,"75,551","7,644"
Hydro,"89,117","9,016"
Petroleum,"3,377",308
Petroleum,0,0
Petroleum,"16,473","1,485"
Petroleum,"13,828","1,306"
Petroleum,"2,222",168
Petroleum,"31,866","2,241"
Other,"4,623,188","241,129"
Other,"2,373,942","147,317"
Other,"1,997,325","106,722"
Other,"4,623,146","275,543"
Gas,"571,283","2,875,694"
Gas,"61,918,912","5,549,179"
Gas,"671,096","57,827"
Gas,"124,013","359,607"
Gas,"12,567,730","1,120,686"
Gas,"112,048","2,739"
Gas,"675,285","69,168"
Gas,"595,158","58,740"
Gas,"335,795","26,114"
Gas,0,"1,326"
Gas,"28,832","1,257"
Gas,0,0
Gas,"39,839","3,317"
Gas,"146,166","17,470"
Gas,"100,424","6,069"
Gas,0,0
Gas,"901,672","94,297"
Gas,0,"69,205"
Gas,"2,049,638","191,027"
Gas,0,"56,716"
Gas,"1,541,179","124,234"
Gas,"1,067,342","161,687"
Gas,"485,829","79,505"
Gas,"2,318,221","166,596"
Gas,"2,106,106","257,656"
Gas,0,"283,715"
Gas,"5,171,334","425,575"
Gas,0,"764,589"
Gas,"14,359,060","1,238,585"
Gas,"13,857,225","1,844,146"
Gas,"11,155,763","1,469,983"
Gas,"183,098","1,076,939"
Gas,"23,375,857","2,097,868"
Gas,"1,363",241
Gas,"8,502",734
Gas,"12,449",406
Gas,"8,414","28,773"
Gas,"2,673,356","285,639"
Gas,0,0
Gas,0,0
Gas,"732,735","119,665"
Gas,"194,397","19,974"
Gas,0,0
Gas,"157,071","31,159"
Gas,"224,826","34,130"
Gas,"43,767","11,897"
Gas,"215,932","23,239"
Gas,"949,268","135,163"
Nuclear,"56,593,469","5,396,021"
Petroleum,"722,540","67,375"
Petroleum,"2,719",280
Petroleum,0,0
Petroleum,"5,846,721","553,297"
Petroleum,"86,934","9,056"
Petroleum,"495,642","42,010"
Petroleum,0,0
Petroleum,"314,751","25,474"
Petroleum,"80,388","5,514"
Petroleum,0,0
Petroleum,"13,339","1,087"
Petroleum,"12,569",117
Petroleum,"87,305","7,909"
Petroleum,0,0
Petroleum,"29,915","4,541"
Petroleum,"29,728","13,673"
Solar,667,67
Coal,"3,030,641","287,150"
Wind,"37,538","3,798"
Petroleum,"2,456",212
Gas,"3,340,098","269,182"
Biomass,"3,564,853","168,616"
Biomass,"779,987","140,471"
Biomass,"2,991,416","157,056"
Biomass,"349,693","28,765"
Biomass,"394,299","29,255"
Biomass,0,0
Biomass,"216,780","15,819"
Coal,"69,170,541","6,621,848"
Coal,"9,639,727","895,731"
Coal,"22,553,134","2,074,880"
Coal,"37,366,861","3,701,120"
Coal,"24,444,316","2,341,471"
Coal,"63,626,107","6,706,468"
Coal,"12,169,108","1,142,846"
Coal,"1,145,037","206,295"
Coal,"4,501,937","400,541"
Coal,0,0
Petroleum,"236,574","22,511"
Petroleum,863,44
Petroleum,"23,481",0
Petroleum,"1,991",120
Petroleum,"207,266","16,348"
Petroleum,"2,108",108
Petroleum,"206,607","15,288"
Petroleum,"497,376","48,486"
Petroleum,"149,121","10,337"
Petroleum,"141,190","13,525"
Petroleum,"195,594","13,786"
Petroleum,"140,181","14,640"
Petroleum,"53,595","4,952"
Petroleum,"4,384",789
Petroleum,0,"1,898"
Petroleum,"41,748","3,586"
Petroleum,"4,766",494
Petroleum,"52,436","5,437"
Petroleum,"56,637","3,984"
Petroleum,"50,664","4,630"
Petroleum,"35,114","3,477"
Petroleum,0,0
Petroleum,"1,088",103
Petroleum,682,50
Hydro,"18,453,547","1,867,012"
Hydro,"801,945","81,136"
Petroleum,"12,358",372
Other,"2,801,056","132,488"
Other,"2,350,423","123,403"
Other,0,0
Gas,"95,068","8,987"
Gas,"438,896","39,755"
Gas,"512,026","39,148"
Gas,"38,683","1,969"
Gas,"52,029","2,850"
Gas,"297,429","20,766"
Gas,"3,538,965","342,468"
Gas,"462,475","33,336"
Gas,"1,434,704","136,479"
Gas,"625,936","50,446"
Gas,"14,516","2,594"
Gas,"27,626","1,350"
Gas,0,"226,663"
Gas,"4,877,361","414,125"
Gas,0,0
Gas,"271,416","24,480"
Gas,"379,850","31,250"
Gas,"3,376,089","336,236"
Gas,"263,732","31,970"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"332,108","56,790"
Nuclear,"78,959,643","7,528,570"
Nuclear,"73,642,005","7,021,549"
Petroleum,"560,130","55,427"
Petroleum,"787,552","75,285"
Petroleum,0,0
Petroleum,"24,027","1,935"
Petroleum,0,0
Petroleum,"25,216","2,585"
Petroleum,"188,765","21,275"
Petroleum,0,0
Coal,0,0
Coal,"1,766,550","178,866"
Coal,"1,468,300","144,485"
Petroleum,"6,681",538
Petroleum,"26,262","4,711"
Petroleum,117,10
Biomass,"3,548,840","256,695"
Biomass,"3,166,877","242,960"
Biomass,"3,542,518","247,500"
Biomass,"1,109,247","213,127"
Biomass,"18,989","3,632"
Biomass,"438,102","83,767"
Biomass,"892,155","180,063"
Biomass,"112,667","22,883"
Biomass,"2,299,912","168,169"
Biomass,"2,432,287","175,134"
Biomass,"45,441","16,251"
Biomass,"639,855","213,017"
Biomass,"1,498,894","271,669"
Biomass,504,91
Biomass,"38,760","7,026"
Biomass,"1,348,308","244,443"
Biomass,"776,315","91,963"
Biomass,"3,777,632","299,113"
Biomass,"1,615,455","304,227"
Biomass,"58,165","10,966"
Biomass,"731,150","137,684"
Biomass,0,0
Biomass,"2,199,788","120,628"
Biomass,"1,351,659","104,708"
Biomass,0,0
Biomass,"1,929,778","113,471"
Biomass,"7,229",748
Biomass,"354,013","72,448"
Biomass,"11,728","2,453"
Biomass,"163,372","32,959"
Coal,"169,324","32,657"
Coal,"34,816","10,443"
Coal,"216,040","29,285"
Petroleum,"25,142","1,542"
Petroleum,"1,669",116
Petroleum,"4,404",846
Petroleum,"9,881",992
Petroleum,"9,337","1,695"
Petroleum,"3,043",375
Petroleum,"4,485",343
Petroleum,"11,600","1,135"
Petroleum,"9,463",440
Petroleum,544,47
Petroleum,"30,301","1,965"
Petroleum,343,54
Petroleum,0,0
Hydro,"4,455,431","450,772"
Hydro,"1,649,671","166,903"
Hydro,"2,789,335","282,207"
Hydro,"1,113,702","112,677"
Hydro,"489,377","49,512"
Hydro,"8,622,328","872,352"
Hydro,"24,608,211","2,489,702"
Hydro,"1,626,859","164,595"
Petroleum,0,0
Petroleum,0,0
Petroleum,473,97
Other,"1,710,386","93,857"
Other,"1,492,724","89,751"
Gas,0,0
Gas,0,0
Gas,"14,037,433","1,408,970"
Gas,"138,805","126,254"
Gas,0,0
Gas,0,"903,328"
Gas,"16,717,888","1,426,231"
Gas,0,"181,126"
Gas,"3,805,024","307,135"
Gas,0,"885,917"
Gas,"17,973,711","1,524,950"
Gas,"38,973","3,191"
Gas,0,0
Gas,"3,454,957","708,923"
Gas,"29,055","5,920"
Other,0,0
Other,0,0
Petroleum,"2,909,417","235,380"
Petroleum,"80,273","13,892"
Petroleum,"40,194","7,642"
Petroleum,"123,798","24,939"
Petroleum,"66,608","24,173"
Petroleum,"243,939","44,076"
Petroleum,"13,380","1,647"
Petroleum,"221,955","42,056"
Petroleum,0,0
Petroleum,"399,713","66,395"
Coal,0,0
Other,"599,579","114,777"
Other,"111,425","39,036"
Other,"81,220","14,733"
Wind,"1,197,358","121,141"
Wind,"1,373,678","138,980"
Wind,0,0
Petroleum,"57,644","10,823"
Gas,"991,574","202,510"
Gas,0,0
Biomass,"1,127,582","144,341"
Biomass,"3,396,298","243,720"
Biomass,"63,702","4,602"
Biomass,"2,023,594","145,295"
Biomass,"2,794,554","181,408"
Biomass,"260,423","19,923"
Biomass,"2,920,990","161,087"
Biomass,"1,682,079","103,216"
Biomass,"1,343",290
Biomass,"152,363","35,855"
Biomass,"1,529,865","90,251"
Biomass,"1,105,159","64,861"
Biomass,"4,839,355","384,214"
Biomass,"4,012,304","358,873"
Biomass,"83,860","6,779"
Biomass,"1,121,410","64,207"
Biomass,"40,598","7,266"
Biomass,"49,584","4,108"
Biomass,"1,020,448","144,834"
Biomass,"6,437","1,369"
Biomass,"541,510","83,658"
Coal,"5,542,430","509,913"
Coal,"8,720,455","831,526"
Coal,"10,190,333","1,036,980"
Coal,"4,738,410","486,393"
Coal,"3,967,465","354,252"
Coal,"60,461,943","6,197,702"
Coal,"9,799,796","982,513"
Coal,"6,646,225","610,824"
Coal,"15,455,568","1,436,684"
Coal,"11,525,758","971,622"
Coal,0,0
Coal,"2,694,617","141,088"
Coal,0,0
Coal,"1,015,559","72,723"
Coal,0,0
Coal,"1,592,045","288,025"
Coal,"3,742,687","286,637"
Coal,"17,002,308","1,386,672"
Coal,"2,417,315","217,616"
Coal,"2,504,050","502,159"
Petroleum,0,0
Petroleum,"104,225","9,932"
Petroleum,0,0
Petroleum,"154,695","15,688"
Petroleum,"20,449","2,095"
Petroleum,"2,021",110
Petroleum,"61,742","5,513"
Petroleum,99,-142
Petroleum,"8,690",-19
Petroleum,492,-429
Petroleum,"205,194","21,035"
Petroleum,695,-810
Petroleum,590,-627
Petroleum,245,"-1,695"
Petroleum,"126,237","11,634"
Petroleum,623,-357
Petroleum,"59,188","5,510"
Petroleum,"79,363","6,667"
Petroleum,"4,992",0
Petroleum,"50,963","4,095"
Petroleum,249,26
Petroleum,944,-386
Petroleum,"175,039","17,282"
Petroleum,"46,317","2,526"
Petroleum,"67,202","8,550"
Petroleum,0,0
Petroleum,326,35
Petroleum,"185,684","10,032"
Petroleum,"72,827","6,728"
Petroleum,"50,244","4,556"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,983,102
Petroleum,6,2
Petroleum,820,64
Petroleum,0,0
Petroleum,0,0
Hydro,0,"-856,864"
Hydro,"228,379","23,106"
Hydro,"11,910,047","1,204,983"
Hydro,"681,987","68,999"
Hydro,"232,865","23,560"
Petroleum,0,0
Other,"885,950","113,410"
Other,"875,052","51,192"
Other,"36,625","6,554"
Gas,"174,308","16,090"
Gas,"606,917","57,169"
Gas,"48,214","1,627"
Gas,"4,119",286
Gas,"121,273","12,471"
Gas,0,-880
Gas,"6,317",-617
Gas,"392,670","39,376"
Gas,"1,620",-42
Gas,"330,865","30,292"
Gas,"1,235,896","92,347"
Gas,"122,774","6,592"
Gas,"823,681","59,314"
Gas,"630,422","40,968"
Gas,"1,796,223","127,541"
Gas,"47,646","2,092"
Gas,"599,272","43,115"
Gas,0,0
Gas,0,0
Gas,"27,015","4,966"
Gas,"163,305","29,544"
Gas,"5,635,494","805,177"
Gas,"15,771,457","2,131,656"
Gas,0,0
Gas,416,30
Gas,0,0
Gas,"22,762","130,705"
Gas,"3,179,759","261,044"
Gas,"1,689,427","128,292"
Gas,"784,739","326,416"
Gas,"4,422,244","767,234"
Gas,"56,573","71,268"
Gas,"2,917,143","275,053"
Gas,"48,708","421,720"
Gas,"8,962,595","754,825"
Gas,"2,526,788","226,208"
Gas,"176,420","9,467"
Gas,"15,621","1,585"
Gas,"651,742","58,407"
Gas,"63,429","6,174"
Gas,"17,578","1,447"
Gas,"226,856","38,967"
Gas,"133,426","6,746"
Gas,"2,095,462","367,087"
Gas,"5,897,688","620,065"
Gas,0,0
Gas,"5,412",713
Gas,"4,284",948
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"239,433","24,853"
Gas,"242,504","43,927"
Nuclear,"64,173,030","6,118,710"
Nuclear,"77,870,044","7,405,908"
Nuclear,"2,762,833","263,428"
Nuclear,"84,564,355","8,062,963"
Gas,0,0
Gas,0,0
Other,0,0
Petroleum,"985,779","75,503"
Petroleum,"319,249","22,544"
Petroleum,"341,206","66,915"
Petroleum,"664,429","62,405"
Petroleum,"52,180","4,797"
Petroleum,"83,491","6,184"
Petroleum,"176,353","12,622"
Petroleum,"3,023",105
Petroleum,"3,012",677
Coal,"13,140,836","1,207,109"
Coal,"18,956,273","1,808,503"
Coal,"84,222,282","8,585,335"
Coal,"13,317,061","1,368,470"
Coal,"15,160,343","1,353,640"
Coal,"125,925,579","12,911,608"
Coal,"23,962,482","2,406,243"
Coal,"64,415,807","5,918,550"
Coal,"26,109,894","2,426,302"
Coal,"19,519,641","1,642,792"
Coal,"10,987,748","893,431"
Coal,"127,834","6,069"
Coal,"95,531,032","9,508,293"
Coal,0,0
Coal,"1,041,813","79,813"
Coal,"14,852,056","1,390,413"
Coal,"12,055","2,364"
Other,"592,237","31,676"
Other,"310,418","22,334"
Other,"133,276","8,770"
Other,"519,588","39,818"
Other,"745,014","67,550"
Coal,0,0
Wind,"1,514,495","153,227"
Wind,"1,313,920","132,934"
Wind,"29,920","3,027"
Biomass,"683,202","38,662"
Biomass,"1,036,967","78,685"
Biomass,"1,342,602","239,749"
Biomass,"17,500","3,125"
Biomass,"642,552","114,741"
Biomass,"4,060,027","211,769"
Biomass,"599,614","28,890"
Biomass,"552,455","25,989"
Biomass,"11,300","2,416"
Biomass,"352,117","59,511"
Biomass,"217,363","20,712"
Biomass,"2,094,088","129,579"
Biomass,"4,554,542","344,463"
Biomass,0,0
Biomass,"1,750,703","147,820"
Biomass,"103,441","8,523"
Biomass,"246,892","48,791"
Biomass,"90,047","4,807"
Biomass,"408,950","35,385"
Coal,0,0
Coal,0,0
Coal,"3,681,659","287,095"
Coal,"12,808","2,130"
Coal,"916,257","39,832"
Petroleum,0,0
Petroleum,0,0
Petroleum,"83,755","7,752"
Petroleum,0,0
Petroleum,0,0
Petroleum,"46,783","1,227"
Petroleum,585,60
Petroleum,0,2
Petroleum,36,3
Petroleum,0,"-1,182"
Petroleum,"2,140",115
Petroleum,"11,356",713
Petroleum,"126,171","12,096"
Petroleum,"49,710","4,550"
Petroleum,177,10
Petroleum,0,0
Petroleum,"24,441",-975
Petroleum,"21,117","1,833"
Petroleum,"8,726","1,558"
Petroleum,0,0
Petroleum,0,262
Petroleum,"6,681",558
Petroleum,0,"4,943"
